output
HIT te45 w/ (lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_swap $0 mathDomain_0) mathDomain_0)) (mathDomain_rrotate (mathDomain_swap $0 mathDomain_3) mathDomain_2))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_swap $0 mathDomain_0) mathDomain_0)) (mathDomain_rrotate (mathDomain_swap $0 mathDomain_3) mathDomain_2))) (mathDomain_div (#(lambda (mathDomain_simplify (mathDomain_dist $0 mathDomain_1) mathDomain_0)) $0) mathDomain_2)))) ; log prior = -12.507528 ; log likelihood = 0.000000
HIT te49 w/ (lambda (#(lambda (mathDomain_simplify (mathDomain_dist $0 mathDomain_1) mathDomain_0)) $0)) ; log prior = -3.194535 ; log likelihood = 0.000000
HIT te50 w/ (lambda (#(lambda (mathDomain_simplify (mathDomain_dist $0 mathDomain_1) mathDomain_0)) $0)) ; log prior = -2.888959 ; log likelihood = 0.000000
HIT te55 w/ (lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_swap $0 mathDomain_0) mathDomain_0)) (mathDomain_rrotate (mathDomain_swap $0 mathDomain_3) mathDomain_2))) (#(lambda (mathDomain_simplify (mathDomain_rrotate (mathDomain_sub (mathDomain_simplify $0 mathDomain_0) mathDomain_3) mathDomain_1) mathDomain_0)) (#(lambda (mathDomain_simplify (mathDomain_rrotate (mathDomain_sub (mathDomain_simplify $0 mathDomain_0) mathDomain_3) mathDomain_1) mathDomain_0)) $0)))) ; log prior = -5.828222 ; log likelihood = 0.000000
HIT te58 w/ (lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_swap $0 mathDomain_0) mathDomain_0)) (mathDomain_rrotate (mathDomain_swap $0 mathDomain_3) mathDomain_2))) (mathDomain_swap $0 mathDomain_2))) ; log prior = -4.859213 ; log likelihood = 0.000000
HIT te65 w/ (lambda (mathDomain_swap (mathDomain_simplify $0 mathDomain_2) mathDomain_0)) ; log prior = -8.057470 ; log likelihood = 0.000000
HIT te66 w/ (lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_swap $0 mathDomain_0) mathDomain_0)) (mathDomain_rrotate (mathDomain_swap $0 mathDomain_3) mathDomain_2))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_swap $0 mathDomain_0) mathDomain_0)) (mathDomain_rrotate (mathDomain_swap $0 mathDomain_3) mathDomain_2))) (mathDomain_div (#(lambda (#(lambda (mathDomain_simplify (mathDomain_swap $0 mathDomain_0) mathDomain_0)) (mathDomain_rrotate (mathDomain_swap $0 mathDomain_3) mathDomain_2))) (#(lambda (mathDomain_simplify (mathDomain_rrotate (mathDomain_sub (mathDomain_simplify $0 mathDomain_0) mathDomain_3) mathDomain_1) mathDomain_0)) $0)) mathDomain_2)))) ; log prior = -14.104924 ; log likelihood = 0.000000
HIT te67 w/ (lambda (#(lambda (mathDomain_simplify (mathDomain_dist $0 mathDomain_1) mathDomain_0)) (mathDomain_sub $0 mathDomain_4))) ; log prior = -7.568448 ; log likelihood = 0.000000
HIT te69 w/ (lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_swap $0 mathDomain_0) mathDomain_0)) (mathDomain_rrotate (mathDomain_swap $0 mathDomain_3) mathDomain_2))) (#(lambda (mathDomain_simplify (mathDomain_rrotate (mathDomain_sub (mathDomain_simplify $0 mathDomain_0) mathDomain_3) mathDomain_1) mathDomain_0)) (#(lambda (mathDomain_simplify (mathDomain_rrotate (mathDomain_sub (mathDomain_simplify $0 mathDomain_0) mathDomain_3) mathDomain_1) mathDomain_0)) (#(lambda (mathDomain_simplify (mathDomain_rrotate (mathDomain_sub (mathDomain_simplify $0 mathDomain_0) mathDomain_3) mathDomain_1) mathDomain_0)) (#(lambda (mathDomain_simplify (mathDomain_rrotate (mathDomain_sub (mathDomain_simplify $0 mathDomain_0) mathDomain_3) mathDomain_1) mathDomain_0)) $0)))))) ; log prior = -8.441089 ; log likelihood = 0.000000
HIT te71 w/ (lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_swap $0 mathDomain_0) mathDomain_0)) (mathDomain_rrotate (mathDomain_swap $0 mathDomain_3) mathDomain_2))) (#(lambda (mathDomain_simplify (mathDomain_rrotate (mathDomain_sub (mathDomain_simplify $0 mathDomain_0) mathDomain_3) mathDomain_1) mathDomain_0)) (#(lambda (mathDomain_simplify (mathDomain_rrotate (mathDomain_sub (mathDomain_simplify $0 mathDomain_0) mathDomain_3) mathDomain_1) mathDomain_0)) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_swap $0 mathDomain_0) mathDomain_0)) (mathDomain_rrotate (mathDomain_swap $0 mathDomain_3) mathDomain_2))) (#(lambda (mathDomain_simplify (mathDomain_rrotate (mathDomain_sub (mathDomain_simplify $0 mathDomain_0) mathDomain_3) mathDomain_1) mathDomain_0)) (mathDomain_swap (#(lambda (#(lambda (mathDomain_simplify (mathDomain_swap $0 mathDomain_0) mathDomain_0)) (mathDomain_rrotate (mathDomain_swap $0 mathDomain_3) mathDomain_2))) $0) mathDomain_2))))))) ; log prior = -15.814499 ; log likelihood = 0.000000
HIT te75 w/ (lambda (#(lambda (mathDomain_simplify (mathDomain_dist $0 mathDomain_1) mathDomain_0)) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_swap $0 mathDomain_0) mathDomain_0)) (mathDomain_rrotate (mathDomain_swap $0 mathDomain_3) mathDomain_2))) (#(lambda (mathDomain_simplify (mathDomain_rrotate (mathDomain_sub (mathDomain_simplify $0 mathDomain_0) mathDomain_3) mathDomain_1) mathDomain_0)) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_swap $0 mathDomain_0) mathDomain_0)) (mathDomain_rrotate (mathDomain_swap $0 mathDomain_3) mathDomain_2))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_swap $0 mathDomain_0) mathDomain_0)) (mathDomain_rrotate (mathDomain_swap $0 mathDomain_3) mathDomain_2))) (#(lambda (mathDomain_simplify (mathDomain_rrotate (mathDomain_sub (mathDomain_simplify $0 mathDomain_0) mathDomain_3) mathDomain_1) mathDomain_0)) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_swap $0 mathDomain_0) mathDomain_0)) (mathDomain_rrotate (mathDomain_swap $0 mathDomain_3) mathDomain_2))) (#(lambda (mathDomain_simplify (mathDomain_rrotate (mathDomain_sub (mathDomain_simplify $0 mathDomain_0) mathDomain_3) mathDomain_1) mathDomain_0)) $0))))))))) ; log prior = -15.254864 ; log likelihood = 0.000000
HIT te76 w/ (lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_swap $0 mathDomain_0) mathDomain_0)) (mathDomain_rrotate (mathDomain_swap $0 mathDomain_3) mathDomain_2))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_swap $0 mathDomain_0) mathDomain_0)) (mathDomain_rrotate (mathDomain_swap $0 mathDomain_3) mathDomain_2))) (mathDomain_div (#(lambda (#(lambda (mathDomain_simplify (mathDomain_swap $0 mathDomain_0) mathDomain_0)) (mathDomain_rrotate (mathDomain_swap $0 mathDomain_3) mathDomain_2))) (#(lambda (mathDomain_simplify (mathDomain_rrotate (mathDomain_sub (mathDomain_simplify $0 mathDomain_0) mathDomain_3) mathDomain_1) mathDomain_0)) (#(lambda (mathDomain_simplify (mathDomain_rrotate (mathDomain_sub (mathDomain_simplify $0 mathDomain_0) mathDomain_3) mathDomain_1) mathDomain_0)) $0))) mathDomain_2)))) ; log prior = -15.723945 ; log likelihood = 0.000000
HIT te79 w/ (lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_swap $0 mathDomain_0) mathDomain_0)) (mathDomain_rrotate (mathDomain_swap $0 mathDomain_3) mathDomain_2))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_swap $0 mathDomain_0) mathDomain_0)) (mathDomain_rrotate (mathDomain_swap $0 mathDomain_3) mathDomain_2))) (mathDomain_div (#(lambda (mathDomain_simplify (mathDomain_rrotate (mathDomain_sub (mathDomain_simplify $0 mathDomain_0) mathDomain_3) mathDomain_1) mathDomain_0)) (#(lambda (mathDomain_simplify (mathDomain_rrotate (mathDomain_sub (mathDomain_simplify $0 mathDomain_0) mathDomain_3) mathDomain_1) mathDomain_0)) $0)) mathDomain_2)))) ; log prior = -15.325818 ; log likelihood = 0.000000
HIT te82 w/ (lambda (#(lambda (mathDomain_simplify (mathDomain_swap $0 mathDomain_0) mathDomain_0)) $0)) ; log prior = -3.433285 ; log likelihood = 0.000000
HIT te85 w/ (lambda (#(lambda (mathDomain_simplify (mathDomain_dist $0 mathDomain_1) mathDomain_0)) $0)) ; log prior = -2.570065 ; log likelihood = 0.000000
HIT te87 w/ (lambda (#(lambda (mathDomain_simplify (mathDomain_dist $0 mathDomain_1) mathDomain_0)) (mathDomain_rrotate $0 mathDomain_4))) ; log prior = -7.533851 ; log likelihood = 0.000000
HIT te93 w/ (lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_swap $0 mathDomain_0) mathDomain_0)) (mathDomain_rrotate (mathDomain_swap $0 mathDomain_3) mathDomain_2))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_swap $0 mathDomain_0) mathDomain_0)) (mathDomain_rrotate (mathDomain_swap $0 mathDomain_3) mathDomain_2))) (mathDomain_div (#(lambda (mathDomain_simplify (mathDomain_dist $0 mathDomain_1) mathDomain_0)) $0) mathDomain_2)))) ; log prior = -13.303399 ; log likelihood = 0.000000
HIT te94 w/ (lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_swap $0 mathDomain_0) mathDomain_0)) (mathDomain_rrotate (mathDomain_swap $0 mathDomain_3) mathDomain_2))) (#(lambda (mathDomain_simplify (mathDomain_rrotate (mathDomain_sub (mathDomain_simplify $0 mathDomain_0) mathDomain_3) mathDomain_1) mathDomain_0)) (#(lambda (mathDomain_simplify (mathDomain_rrotate (mathDomain_sub (mathDomain_simplify $0 mathDomain_0) mathDomain_3) mathDomain_1) mathDomain_0)) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_swap $0 mathDomain_0) mathDomain_0)) (mathDomain_rrotate (mathDomain_swap $0 mathDomain_3) mathDomain_2))) (#(lambda (mathDomain_simplify (mathDomain_rrotate (mathDomain_sub (mathDomain_simplify $0 mathDomain_0) mathDomain_3) mathDomain_1) mathDomain_0)) (mathDomain_swap (#(lambda (#(lambda (mathDomain_simplify (mathDomain_swap $0 mathDomain_0) mathDomain_0)) (mathDomain_rrotate (mathDomain_swap $0 mathDomain_3) mathDomain_2))) $0) mathDomain_2))))))) ; log prior = -16.092195 ; log likelihood = 0.000000
HIT te98 w/ (lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_swap $0 mathDomain_0) mathDomain_0)) (mathDomain_rrotate (mathDomain_swap $0 mathDomain_3) mathDomain_2))) (#(lambda (mathDomain_simplify (mathDomain_rrotate (mathDomain_sub (mathDomain_simplify $0 mathDomain_0) mathDomain_3) mathDomain_1) mathDomain_0)) (#(lambda (mathDomain_simplify (mathDomain_rrotate (mathDomain_sub (mathDomain_simplify $0 mathDomain_0) mathDomain_3) mathDomain_1) mathDomain_0)) $0)))) ; log prior = -5.229594 ; log likelihood = 0.000000
HIT te99 w/ (lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate (mathDomain_sub (mathDomain_simplify $0 mathDomain_0) mathDomain_3) mathDomain_1) mathDomain_0)) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_swap $0 mathDomain_0) mathDomain_0)) (mathDomain_rrotate (mathDomain_swap $0 mathDomain_3) mathDomain_2))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_swap $0 mathDomain_0) mathDomain_0)) (mathDomain_rrotate (mathDomain_swap $0 mathDomain_3) mathDomain_2))) (mathDomain_swap (#(lambda (mathDomain_simplify (mathDomain_swap $0 mathDomain_0) mathDomain_0)) (#(lambda (mathDomain_simplify (mathDomain_rrotate (mathDomain_sub (mathDomain_simplify $0 mathDomain_0) mathDomain_3) mathDomain_1) mathDomain_0)) $0)) mathDomain_2))))) ; log prior = -13.532376 ; log likelihood = 0.000000
HIT te100 w/ (lambda (#(lambda (mathDomain_simplify (mathDomain_dist $0 mathDomain_1) mathDomain_0)) $0)) ; log prior = -2.558384 ; log likelihood = 0.000000
HIT te103 w/ (lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_swap $0 mathDomain_0) mathDomain_0)) (mathDomain_rrotate (mathDomain_swap $0 mathDomain_3) mathDomain_2))) (#(lambda (mathDomain_simplify (mathDomain_rrotate (mathDomain_sub (mathDomain_simplify $0 mathDomain_0) mathDomain_3) mathDomain_1) mathDomain_0)) (#(lambda (mathDomain_simplify (mathDomain_rrotate (mathDomain_sub (mathDomain_simplify $0 mathDomain_0) mathDomain_3) mathDomain_1) mathDomain_0)) (#(lambda (mathDomain_simplify (mathDomain_dist $0 mathDomain_1) mathDomain_0)) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_swap $0 mathDomain_0) mathDomain_0)) (mathDomain_rrotate (mathDomain_swap $0 mathDomain_3) mathDomain_2))) $0)))))) ; log prior = -10.285970 ; log likelihood = 0.000000
HIT te104 w/ (lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_swap $0 mathDomain_0) mathDomain_0)) (mathDomain_rrotate (mathDomain_swap $0 mathDomain_3) mathDomain_2))) $0)) ; log prior = -2.965436 ; log likelihood = 0.000000
HIT te105 w/ (lambda (#(lambda (mathDomain_simplify (mathDomain_dist $0 mathDomain_1) mathDomain_0)) $0)) ; log prior = -2.705981 ; log likelihood = 0.000000
HIT te111 w/ (lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_swap $0 mathDomain_0) mathDomain_0)) (mathDomain_rrotate (mathDomain_swap $0 mathDomain_3) mathDomain_2))) (#(lambda (mathDomain_simplify (mathDomain_rrotate (mathDomain_sub (mathDomain_simplify $0 mathDomain_0) mathDomain_3) mathDomain_1) mathDomain_0)) (#(lambda (mathDomain_simplify (mathDomain_rrotate (mathDomain_sub (mathDomain_simplify $0 mathDomain_0) mathDomain_3) mathDomain_1) mathDomain_0)) $0)))) ; log prior = -5.432147 ; log likelihood = 0.000000
HIT te113 w/ (lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_swap $0 mathDomain_0) mathDomain_0)) (mathDomain_rrotate (mathDomain_swap $0 mathDomain_3) mathDomain_2))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_swap $0 mathDomain_0) mathDomain_0)) (mathDomain_rrotate (mathDomain_swap $0 mathDomain_3) mathDomain_2))) (#(lambda (mathDomain_simplify (mathDomain_rrotate (mathDomain_sub (mathDomain_simplify $0 mathDomain_0) mathDomain_3) mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_1))))) ; log prior = -11.675583 ; log likelihood = 0.000000
HIT te115 w/ (lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate (mathDomain_sub (mathDomain_simplify $0 mathDomain_0) mathDomain_3) mathDomain_1) mathDomain_0)) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_swap $0 mathDomain_0) mathDomain_0)) (mathDomain_rrotate (mathDomain_swap $0 mathDomain_3) mathDomain_2))) (mathDomain_lrotate (#(lambda (#(lambda (mathDomain_simplify (mathDomain_swap $0 mathDomain_0) mathDomain_0)) (mathDomain_rrotate (mathDomain_swap $0 mathDomain_3) mathDomain_2))) $0) mathDomain_2)))) ; log prior = -13.519389 ; log likelihood = 0.000000
HIT te118 w/ (lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate (mathDomain_sub (mathDomain_simplify $0 mathDomain_0) mathDomain_3) mathDomain_1) mathDomain_0)) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_swap $0 mathDomain_0) mathDomain_0)) (mathDomain_rrotate (mathDomain_swap $0 mathDomain_3) mathDomain_2))) (#(lambda (mathDomain_simplify (mathDomain_rrotate (mathDomain_sub (mathDomain_simplify $0 mathDomain_0) mathDomain_3) mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_1))))) ; log prior = -10.509963 ; log likelihood = 0.000000
HIT te124 w/ (lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate (mathDomain_sub (mathDomain_simplify $0 mathDomain_0) mathDomain_3) mathDomain_1) mathDomain_0)) $0)) ; log prior = -2.388808 ; log likelihood = 0.000000
HIT te125 w/ (lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_swap $0 mathDomain_0) mathDomain_0)) (mathDomain_rrotate (mathDomain_swap $0 mathDomain_3) mathDomain_2))) (mathDomain_swap (#(lambda (#(lambda (mathDomain_simplify (mathDomain_swap $0 mathDomain_0) mathDomain_0)) (mathDomain_rrotate (mathDomain_swap $0 mathDomain_3) mathDomain_2))) (mathDomain_div (#(lambda (#(lambda (mathDomain_simplify (mathDomain_swap $0 mathDomain_0) mathDomain_0)) (mathDomain_rrotate (mathDomain_swap $0 mathDomain_3) mathDomain_2))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_swap $0 mathDomain_0) mathDomain_0)) (mathDomain_rrotate (mathDomain_swap $0 mathDomain_3) mathDomain_2))) $0)) mathDomain_2)) mathDomain_2))) ; log prior = -15.500999 ; log likelihood = 0.000000
HIT te129 w/ (lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_swap $0 mathDomain_0) mathDomain_0)) (mathDomain_rrotate (mathDomain_swap $0 mathDomain_3) mathDomain_2))) (#(lambda (mathDomain_simplify (mathDomain_rrotate (mathDomain_sub (mathDomain_simplify $0 mathDomain_0) mathDomain_3) mathDomain_1) mathDomain_0)) (#(lambda (mathDomain_simplify (mathDomain_rrotate (mathDomain_sub (mathDomain_simplify $0 mathDomain_0) mathDomain_3) mathDomain_1) mathDomain_0)) (#(lambda (mathDomain_simplify (mathDomain_dist $0 mathDomain_1) mathDomain_0)) (#(lambda (mathDomain_simplify (mathDomain_swap $0 mathDomain_0) mathDomain_0)) $0)))))) ; log prior = -13.196183 ; log likelihood = 0.000000
HIT te130 w/ (lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_swap $0 mathDomain_0) mathDomain_0)) (mathDomain_rrotate (mathDomain_swap $0 mathDomain_3) mathDomain_2))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_swap $0 mathDomain_0) mathDomain_0)) (mathDomain_rrotate (mathDomain_swap $0 mathDomain_3) mathDomain_2))) (mathDomain_div (#(lambda (#(lambda (mathDomain_simplify (mathDomain_swap $0 mathDomain_0) mathDomain_0)) (mathDomain_rrotate (mathDomain_swap $0 mathDomain_3) mathDomain_2))) (#(lambda (mathDomain_simplify (mathDomain_rrotate (mathDomain_sub (mathDomain_simplify $0 mathDomain_0) mathDomain_3) mathDomain_1) mathDomain_0)) $0)) mathDomain_2)))) ; log prior = -16.237982 ; log likelihood = 0.000000
HIT te131 w/ (lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_swap $0 mathDomain_0) mathDomain_0)) (mathDomain_rrotate (mathDomain_swap $0 mathDomain_3) mathDomain_2))) (#(lambda (mathDomain_simplify (mathDomain_rrotate (mathDomain_sub (mathDomain_simplify $0 mathDomain_0) mathDomain_3) mathDomain_1) mathDomain_0)) (#(lambda (mathDomain_simplify (mathDomain_rrotate (mathDomain_sub (mathDomain_simplify $0 mathDomain_0) mathDomain_3) mathDomain_1) mathDomain_0)) (#(lambda (mathDomain_simplify (mathDomain_dist $0 mathDomain_1) mathDomain_0)) (#(lambda (mathDomain_simplify (mathDomain_swap $0 mathDomain_0) mathDomain_0)) (#(lambda (mathDomain_simplify (mathDomain_rrotate (mathDomain_sub (mathDomain_simplify $0 mathDomain_0) mathDomain_3) mathDomain_1) mathDomain_0)) $0))))))) ; log prior = -14.505443 ; log likelihood = 0.000000
HIT te133 w/ (lambda (#(lambda (mathDomain_simplify (mathDomain_dist $0 mathDomain_1) mathDomain_0)) $0)) ; log prior = -2.746488 ; log likelihood = 0.000000
HIT te135 w/ (lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_swap $0 mathDomain_0) mathDomain_0)) (mathDomain_rrotate (mathDomain_swap $0 mathDomain_3) mathDomain_2))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_swap $0 mathDomain_0) mathDomain_0)) (mathDomain_rrotate (mathDomain_swap $0 mathDomain_3) mathDomain_2))) (#(lambda (mathDomain_simplify (mathDomain_rrotate (mathDomain_sub (mathDomain_simplify $0 mathDomain_0) mathDomain_3) mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_1))))) ; log prior = -12.003385 ; log likelihood = 0.000000
